sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
-28282.668815505232,2328,2263,488,465,0.25,26,26
181117.6820458388,3760,4253,213,75,0.5,54,54
184510.4306263102,5313,5915,38,0,0.75,80,80
353008.35082725435,6114,6807,0,0,1,101,104
-62895.25223430213,2438,2263,510,465,0.25,26,26
74120.8580006852,4059,4253,213,75,0.5,54,54
257945.09541165418,5332,5915,75,0,0.75,80,80
366451.50747946755,6088,6807,0,0,1,101,104
-51706.329233888406,2182,2263,530,465,0.25,26,26
126148.579664697,4003,4253,146,75,0.5,54,54
473657.34665679146,5480,5915,0,0,0.75,80,80
388258.54826451506,6305,6807,0,0,1,101,104
-7815.969138634577,2280,2263,488,465,0.25,26,26
52095.12250016141,3929,4253,180,75,0.5,54,54
272399.44248831266,5062,5915,38,0,0.75,80,80
255587.99257973547,5668,6807,0,0,1,100,104
65283.09063966642,2288,2263,465,465,0.25,26,26
144274.95345155764,3952,4253,180,75,0.5,54,54
676169.3016701273,5507,5915,0,0,0.75,80,80
410137.2342677864,6330,6807,0,0,1,99,104
